DATE_TIME,DPTemp,DBTemp,Precip,RHumid
2015-06-02T08:53:00,65,73,0.00,76
2015-06-02T09:53:00,64,75,0.00,69
2015-06-02T10:53:00,62,77,0.00,60
2015-06-02T11:53:00,62,78,0.00,58
2015-06-02T12:53:00,64,81,0.00,57
2015-06-02T13:53:00,62,82,0.00,51
2015-06-02T14:53:00,61,83,0.00,48
2015-06-02T15:53:00,59,83,0.00,44
2015-06-02T16:53:00,60,83,0.00,46
2015-06-02T17:53:00,60,81,0.00,49
2015-06-02T18:53:00,62,79,0.00,56
2015-06-02T19:13:00,62,78,0.00,58
2015-06-02T19:28:00,64,78,0.00,62
2015-06-02T19:40:00,62,77,0.00,60
2015-06-02T19:53:00,61,76,0.00,60
2015-06-02T20:13:00,62,75,0.00,64
2015-06-02T20:28:00,63,74,0.00,69
2015-06-02T20:53:00,63,75,0.00,66
2015-06-02T21:04:00,62,74,0.00,67
2015-06-02T21:53:00,62,70,0.00,76
2015-06-02T22:53:00,63,69,0.00,81
2015-06-02T23:53:00,63,66,0.00,90
2015-06-02T23:59:00,,0,0.00,0
2015-06-03T00:53:00,63,66,0.00,90
2015-06-03T01:53:00,62,65,0.00,90
2015-06-03T02:53:00,62,66,0.00,87
2015-06-03T03:53:00,62,65,0.00,90
2015-06-03T04:53:00,62,65,0.00,90
2015-06-03T05:53:00,62,65,0.00,90
2015-06-03T06:53:00,63,67,0.00,87
2015-06-03T07:53:00,62,69,0.00,78
2015-06-03T08:53:00,63,73,0.00,71
2015-06-03T09:53:00,64,75,0.00,69
2015-06-03T10:53:00,65,77,0.00,66
2015-06-03T11:17:00,64,78,0.00,62
2015-06-03T11:38:00,64,78,0.00,62
2015-06-03T11:53:00,65,80,0.00,60
2015-06-03T12:53:00,65,80,0.00,60
2015-06-03T13:46:00,63,78,0.00,60
2015-06-03T13:53:00,64,78,0.00,62
2015-06-03T14:07:00,63,77,0.00,62
2015-06-03T14:26:00,64,76,0.00,67
2015-06-03T14:53:00,66,74,0.01,76
2015-06-03T15:49:00,66,72,0.12,83
2015-06-03T15:51:00,66,72,0.00,83
2015-06-03T15:53:00,67,72,0.12,84
2015-06-03T16:13:00,68,72,0.02,87
2015-06-03T16:28:00,68,72,0.04,87
2015-06-03T16:53:00,68,74,0.03,82
2015-06-03T17:53:00,68,74,0.00,82
2015-06-03T18:53:00,68,73,0.00,84
2015-06-03T19:53:00,65,72,0.00,79
2015-06-03T20:53:00,63,70,0.00,79
2015-06-03T21:53:00,63,68,0.00,84
2015-06-03T22:53:00,63,67,0.00,87
2015-06-03T23:51:00,63,66,0.00,88
2015-06-03T23:53:00,62,66,0.00,87
2015-06-03T23:59:00,,0,0.00,0
2015-06-04T00:53:00,60,67,0.00,79
2015-06-04T01:26:00,59,66,0.00,78
2015-06-04T01:51:00,59,64,0.00,83
2015-06-04T01:53:00,59,65,0.00,81
2015-06-04T02:09:00,59,65,0.00,81
2015-06-04T02:53:00,59,64,0.00,84
2015-06-04T03:15:00,59,64,0.00,84
2015-06-04T03:53:00,59,63,0.00,87
2015-06-04T04:48:00,61,63,0.00,94
2015-06-04T04:53:00,60,63,0.00,90
2015-06-04T05:53:00,60,63,0.00,90
2015-06-04T06:11:00,60,64,0.00,87
2015-06-04T06:23:00,60,64,0.00,87
2015-06-04T06:53:00,60,65,0.00,84
2015-06-04T07:11:00,60,65,0.00,84
2015-06-04T07:53:00,60,66,0.00,81
2015-06-04T08:53:00,60,67,0.00,79
2015-06-04T09:42:00,61,69,0.00,76
2015-06-04T09:53:00,61,69,0.00,76
2015-06-04T10:53:00,62,71,0.00,73
2015-06-04T11:53:00,63,75,0.00,66
2015-06-04T12:53:00,62,74,0.00,67
2015-06-04T13:00:00,62,74,0.00,67
2015-06-04T13:53:00,63,76,0.00,64
2015-06-04T14:53:00,62,76,0.00,62
2015-06-04T15:53:00,62,78,0.00,58
2015-06-04T16:53:00,63,78,0.00,60
2015-06-04T17:53:00,61,79,0.00,54
2015-06-04T18:53:00,62,78,0.00,58
2015-06-04T19:53:00,63,75,0.00,66
2015-06-04T20:53:00,65,69,0.00,87
2015-06-04T21:53:00,64,67,0.00,91
2015-06-04T22:53:00,64,67,0.00,91
2015-06-04T23:53:00,62,65,0.00,90
2015-06-04T23:59:00,,0,0.00,0
2015-06-05T00:53:00,62,65,0.00,90
2015-06-05T01:53:00,61,63,0.00,93
2015-06-05T02:53:00,60,62,0.00,93
2015-06-05T03:53:00,59,61,0.00,93
2015-06-05T04:53:00,59,61,0.00,93
2015-06-05T05:53:00,58,61,0.00,90
2015-06-05T06:53:00,62,66,0.00,87
2015-06-05T07:53:00,63,70,0.00,79
2015-06-05T08:53:00,64,74,0.00,71
2015-06-05T09:53:00,63,77,0.00,62
2015-06-05T10:53:00,63,80,0.00,56
2015-06-05T11:53:00,62,81,0.00,53
2015-06-05T12:53:00,62,81,0.00,53
2015-06-05T13:53:00,62,83,0.00,49
2015-06-05T14:53:00,62,85,0.00,46
2015-06-05T15:53:00,62,86,0.00,45
2015-06-05T16:53:00,60,85,0.00,43
2015-06-05T17:53:00,61,84,0.00,46
2015-06-05T18:53:00,62,81,0.00,53
2015-06-05T19:53:00,63,78,0.00,60
2015-06-05T20:53:00,62,78,0.00,58
2015-06-05T21:53:00,63,74,0.00,69
2015-06-05T22:53:00,63,74,0.00,69
2015-06-05T23:53:00,62,73,0.00,69
2015-06-05T23:59:00,,0,0.00,0
2015-06-06T00:53:00,63,68,0.00,84
2015-06-06T01:53:00,63,68,0.00,84
2015-06-06T02:53:00,63,68,0.00,84
2015-06-06T03:53:00,63,66,0.00,90
2015-06-06T04:53:00,63,67,0.00,87
2015-06-06T05:53:00,62,65,0.00,90
2015-06-06T06:53:00,64,68,0.00,87
2015-06-06T07:53:00,66,73,0.00,79
2015-06-06T08:53:00,66,78,0.00,67
2015-06-06T09:53:00,65,81,0.00,58
2015-06-06T10:53:00,60,84,0.00,44
2015-06-06T11:53:00,61,86,0.00,43
2015-06-06T12:53:00,61,86,0.00,43
2015-06-06T13:53:00,59,87,0.00,39
2015-06-06T14:53:00,59,88,0.00,38
2015-06-06T15:53:00,59,88,0.00,38
2015-06-06T16:53:00,59,88,0.00,38
2015-06-06T17:53:00,57,88,0.00,35
2015-06-06T18:53:00,62,85,0.00,46
2015-06-06T19:53:00,63,80,0.00,56
2015-06-06T20:53:00,64,77,0.00,64
2015-06-06T21:53:00,65,73,0.00,76
2015-06-06T22:53:00,65,71,0.00,81
2015-06-06T23:53:00,65,69,0.00,87
2015-06-06T23:59:00,,0,0.00,0
2015-06-07T00:53:00,65,70,0.00,84
2015-06-07T01:53:00,65,72,0.00,79
2015-06-07T02:53:00,65,69,0.00,87
2015-06-07T03:53:00,64,67,0.00,91
2015-06-07T04:53:00,63,66,0.00,90
2015-06-07T05:53:00,64,67,0.00,91
2015-06-07T06:53:00,66,71,0.00,84
2015-06-07T07:53:00,66,76,0.00,72
2015-06-07T08:53:00,68,80,0.00,67
2015-06-07T09:53:00,64,84,0.00,51
2015-06-07T10:53:00,64,85,0.00,50
2015-06-07T11:53:00,65,87,0.00,48
2015-06-07T12:53:00,64,87,0.00,46
2015-06-07T13:53:00,63,89,0.00,42
2015-06-07T14:53:00,62,89,0.00,41
2015-06-07T15:53:00,61,89,0.00,39
2015-06-07T16:53:00,62,88,0.00,42
2015-06-07T17:53:00,62,87,0.00,43
2015-06-07T18:53:00,65,87,0.00,48
2015-06-07T19:53:00,63,86,0.00,46
2015-06-07T20:53:00,65,82,0.00,56
2015-06-07T21:53:00,67,75,0.00,76
2015-06-07T22:53:00,66,78,0.00,67
2015-06-07T23:53:00,67,73,0.00,81
2015-06-07T23:59:00,,0,0.00,0
2015-06-08T00:53:00,67,73,0.00,81
2015-06-08T01:53:00,67,72,0.00,84
2015-06-08T02:53:00,66,74,0.00,76
2015-06-08T03:53:00,67,72,0.00,84
2015-06-08T04:53:00,66,73,0.00,79
2015-06-08T05:53:00,67,73,0.00,81
2015-06-08T06:53:00,67,74,0.00,79
2015-06-08T07:53:00,67,76,0.00,74
2015-06-08T08:53:00,68,79,0.00,69
2015-06-08T09:53:00,66,82,0.00,58
2015-06-08T10:53:00,66,84,0.00,55
2015-06-08T11:53:00,63,85,0.00,48
2015-06-08T12:53:00,65,86,0.00,49
2015-06-08T13:53:00,65,87,0.00,48
2015-06-08T14:53:00,66,87,0.00,50
2015-06-08T15:53:00,67,87,0.00,51
2015-06-08T16:53:00,66,87,0.00,50
2015-06-08T17:53:00,65,86,0.00,49
2015-06-08T18:53:00,66,85,0.00,53
2015-06-08T19:53:00,67,83,0.00,59
2015-06-08T20:53:00,68,81,0.00,65
2015-06-08T21:53:00,68,79,0.00,69
2015-06-08T22:53:00,68,78,0.00,71
2015-06-08T23:53:00,68,77,0.00,74
2015-06-08T23:59:00,,0,0.00,0
2015-06-09T00:53:00,68,76,0.00,77
2015-06-09T01:53:00,68,76,0.00,77
2015-06-09T02:53:00,69,75,0.00,82
2015-06-09T03:53:00,69,74,0.00,85
2015-06-09T04:53:00,69,73,0.00,87
2015-06-09T05:53:00,69,73,0.00,87
2015-06-09T06:53:00,70,74,0.00,88
2015-06-09T07:34:00,70,75,0.00,84
2015-06-09T07:51:00,70,75,0.00,83
2015-06-09T07:53:00,70,75,0.00,84
2015-06-09T08:51:00,70,77,0.00,79
2015-06-09T08:53:00,70,77,0.00,79
2015-06-09T09:51:00,72,81,0.00,74
2015-06-09T09:53:00,71,80,0.00,74
2015-06-09T10:53:00,71,82,0.00,69
2015-06-09T11:53:00,71,86,0.00,61
2015-06-09T12:53:00,70,86,0.00,59
2015-06-09T13:53:00,70,85,0.00,61
2015-06-09T14:19:00,71,86,0.00,61
2015-06-09T14:51:00,70,86,0.00,59
2015-06-09T14:53:00,69,86,0.00,57
2015-06-09T15:07:00,70,85,0.00,61
2015-06-09T15:20:00,68,85,0.00,57
2015-06-09T15:35:00,67,85,0.00,55
2015-06-09T15:53:00,68,85,0.00,57
2015-06-09T16:53:00,65,76,0.00,69
2015-06-09T17:00:00,65,76,0.00,69
2015-06-09T17:30:00,62,78,0.00,58
2015-06-09T17:45:00,63,76,0.00,64
2015-06-09T17:53:00,64,75,0.00,69
2015-06-09T18:53:00,65,74,0.00,74
2015-06-09T19:53:00,66,74,0.00,76
2015-06-09T20:53:00,65,73,0.00,76
2015-06-09T21:53:00,65,73,0.00,76
2015-06-09T22:53:00,66,71,0.00,84
2015-06-09T23:53:00,66,71,0.00,84
2015-06-09T23:59:00,,0,0.00,0
2015-06-10T00:53:00,65,70,0.00,84
2015-06-10T01:53:00,65,69,0.00,87
2015-06-10T02:53:00,65,68,0.00,90
2015-06-10T03:53:00,65,68,0.00,90
2015-06-10T04:10:00,65,68,0.00,90
2015-06-10T04:45:00,65,68,0.00,90
2015-06-10T04:53:00,65,68,0.00,90
2015-06-10T05:51:00,64,68,0.00,88
2015-06-10T05:53:00,65,68,0.00,90
2015-06-10T06:53:00,66,68,0.00,93
2015-06-10T07:43:00,66,69,0.00,90
2015-06-10T07:53:00,66,69,0.00,90
2015-06-10T08:53:00,67,72,0.00,84
2015-06-10T09:06:00,67,73,0.00,81
2015-06-10T09:16:00,67,74,0.00,79
2015-06-10T09:53:00,68,77,0.00,74
2015-06-10T10:53:00,68,79,0.00,69
2015-06-10T11:53:00,68,82,0.00,63
2015-06-10T12:53:00,66,84,0.00,55
2015-06-10T13:53:00,66,85,0.00,53
2015-06-10T14:53:00,65,88,0.00,46
2015-06-10T15:53:00,64,88,0.00,45
2015-06-10T16:51:00,66,84,0.00,55
2015-06-10T16:53:00,66,85,0.00,53
2015-06-10T17:16:00,68,85,0.00,57
2015-06-10T17:51:00,68,84,0.00,58
2015-06-10T17:53:00,68,85,0.00,57
2015-06-10T18:53:00,67,82,0.00,60
2015-06-10T19:51:00,66,82,0.00,58
2015-06-10T19:53:00,67,82,0.00,60
2015-06-10T20:02:00,67,81,0.00,62
2015-06-10T20:51:00,70,81,0.00,70
2015-06-10T20:53:00,69,80,0.00,69
2015-06-10T21:53:00,69,77,0.00,77
2015-06-10T22:53:00,69,77,0.00,77
2015-06-10T23:53:00,69,74,0.00,85
2015-06-10T23:59:00,,0,0.00,0
2015-06-11T00:53:00,69,74,0.00,85
2015-06-11T01:53:00,68,70,0.00,93
2015-06-11T02:53:00,69,71,0.00,94
2015-06-11T03:43:00,68,70,0.00,93
2015-06-11T03:53:00,68,70,0.00,93
2015-06-11T04:53:00,68,70,0.00,93
2015-06-11T05:35:00,67,70,0.00,90
2015-06-11T05:51:00,66,70,0.00,88
2015-06-11T05:53:00,67,69,0.00,93
2015-06-11T06:15:00,68,71,0.00,90
2015-06-11T06:51:00,70,72,0.00,94
2015-06-11T06:53:00,69,73,0.00,87
2015-06-11T07:39:00,70,73,0.00,90
2015-06-11T07:53:00,70,73,0.00,90
2015-06-11T08:44:00,71,74,0.01,91
2015-06-11T08:51:00,72,75,0.01,89
2015-06-11T08:53:00,71,75,0.01,88
2015-06-11T09:00:00,71,76,0.00,85
2015-06-11T09:53:00,71,78,0.00,79
2015-06-11T10:53:00,69,79,0.00,72
2015-06-11T11:53:00,66,82,0.00,58
2015-06-11T12:53:00,68,83,0.00,61
2015-06-11T13:53:00,67,85,0.00,55
2015-06-11T14:53:00,69,83,0.00,63
2015-06-11T15:53:00,70,74,0.04,88
2015-06-11T16:05:00,70,75,0.05,84
2015-06-11T16:18:00,72,75,0.07,90
2015-06-11T16:53:00,72,76,0.04,88
2015-06-11T17:53:00,70,76,0.00,82
2015-06-11T18:53:00,69,75,0.00,82
2015-06-11T19:53:00,69,74,0.00,85
2015-06-11T20:53:00,68,73,0.00,84
2015-06-11T21:53:00,68,73,0.00,84
2015-06-11T22:53:00,68,73,0.00,84
2015-06-11T23:53:00,68,72,0.00,87
2015-06-11T23:59:00,,0,0.00,0
2015-06-12T00:53:00,68,72,0.00,87
2015-06-12T01:53:00,68,70,0.00,93
2015-06-12T02:53:00,67,70,0.00,90
2015-06-12T03:53:00,67,70,0.00,90
2015-06-12T04:32:00,67,70,0.00,90
2015-06-12T04:53:00,67,69,0.00,93
2015-06-12T05:23:00,67,70,0.00,90
2015-06-12T05:53:00,67,70,0.00,90
2015-06-12T06:53:00,67,71,0.00,87
2015-06-12T07:53:00,68,72,0.00,87
2015-06-12T08:06:00,69,73,0.00,87
2015-06-12T08:20:00,68,74,0.00,82
2015-06-12T08:34:00,68,74,0.00,82
2015-06-12T08:53:00,68,75,0.00,79
2015-06-12T09:53:00,68,75,0.00,79
2015-06-12T10:05:00,68,77,0.00,74
2015-06-12T10:53:00,68,79,0.00,69
2015-06-12T11:53:00,70,81,0.00,69
2015-06-12T12:53:00,67,81,0.00,62
2015-06-12T13:53:00,68,83,0.00,61
2015-06-12T14:53:00,67,84,0.00,57
2015-06-12T15:53:00,68,85,0.00,57
2015-06-12T16:53:00,66,83,0.00,57
2015-06-12T17:13:00,69,80,0.00,69
2015-06-12T17:20:00,70,75,0.00,84
2015-06-12T17:28:00,70,75,0.00,84
2015-06-12T17:53:00,69,73,0.03,87
2015-06-12T18:53:00,70,74,0.00,88
2015-06-12T19:53:00,70,73,0.00,90
2015-06-12T20:53:00,70,73,0.00,90
2015-06-12T21:53:00,69,73,0.00,87
2015-06-12T22:53:00,69,72,0.00,91
2015-06-12T23:53:00,67,71,0.00,87
2015-06-12T23:59:00,,0,0.00,0
2015-06-13T00:53:00,67,70,0.00,90
2015-06-13T01:53:00,67,70,0.00,90
2015-06-13T02:53:00,67,69,0.00,93
2015-06-13T03:53:00,66,68,0.00,93
2015-06-13T04:53:00,66,69,0.00,90
2015-06-13T05:53:00,66,68,0.00,93
2015-06-13T06:53:00,67,70,0.00,90
2015-06-13T07:53:00,67,72,0.00,84
2015-06-13T08:53:00,68,75,0.00,79
2015-06-13T09:53:00,69,80,0.00,69
2015-06-13T10:53:00,69,83,0.00,63
2015-06-13T11:53:00,68,85,0.00,57
2015-06-13T12:53:00,67,88,0.00,50
2015-06-13T13:53:00,66,88,0.00,48
2015-06-13T14:53:00,65,88,0.00,46
2015-06-13T15:53:00,65,88,0.00,46
2015-06-13T16:53:00,64,89,0.00,43
2015-06-13T17:53:00,63,88,0.00,43
2015-06-13T18:53:00,65,87,0.00,48
2015-06-13T19:53:00,67,85,0.00,55
2015-06-13T20:53:00,69,78,0.00,74
2015-06-13T21:53:00,69,76,0.00,79
2015-06-13T22:53:00,69,74,0.00,85
2015-06-13T23:53:00,69,73,0.00,87
2015-06-13T23:59:00,,0,0.00,0
2015-06-14T00:53:00,68,72,0.00,87
2015-06-14T01:53:00,68,71,0.00,90
2015-06-14T02:53:00,68,71,0.00,90
2015-06-14T03:53:00,67,70,0.00,90
2015-06-14T04:53:00,67,70,0.00,90
2015-06-14T05:53:00,67,70,0.00,90
2015-06-14T06:53:00,69,73,0.00,87
2015-06-14T07:53:00,68,78,0.00,71
2015-06-14T08:53:00,68,81,0.00,65
2015-06-14T09:53:00,67,84,0.00,57
2015-06-14T10:53:00,67,87,0.00,51
2015-06-14T11:53:00,67,89,0.00,48
2015-06-14T12:53:00,66,89,0.00,47
2015-06-14T13:53:00,66,90,0.00,45
2015-06-14T14:53:00,66,91,0.00,44
2015-06-14T15:53:00,65,91,0.00,42
2015-06-14T16:53:00,59,91,0.00,34
2015-06-14T17:53:00,63,90,0.00,41
2015-06-14T18:53:00,65,89,0.00,45
2015-06-14T19:53:00,68,83,0.00,61
2015-06-14T20:53:00,69,79,0.00,72
2015-06-14T21:53:00,69,75,0.00,82
2015-06-14T22:53:00,69,75,0.00,82
2015-06-14T23:53:00,69,74,0.00,85
2015-06-14T23:59:00,,0,0.00,0
2015-06-15T00:53:00,69,74,0.00,85
2015-06-15T01:53:00,69,73,0.00,87
2015-06-15T02:53:00,68,71,0.00,90
2015-06-15T03:53:00,68,71,0.00,90
2015-06-15T04:53:00,68,71,0.00,90
2015-06-15T05:53:00,67,70,0.00,90
2015-06-15T06:53:00,69,75,0.00,82
2015-06-15T07:53:00,71,80,0.00,74
2015-06-15T08:53:00,71,85,0.00,63
2015-06-15T09:53:00,69,88,0.00,54
2015-06-15T10:53:00,68,90,0.00,48
2015-06-15T11:53:00,67,91,0.00,45
2015-06-15T12:53:00,69,93,0.00,46
2015-06-15T13:53:00,67,92,0.00,44
2015-06-15T14:53:00,67,92,0.00,44
2015-06-15T15:53:00,62,93,0.00,36
2015-06-15T16:53:00,63,93,0.00,37
2015-06-15T17:53:00,64,93,0.00,38
2015-06-15T18:53:00,64,91,0.00,41
2015-06-15T19:53:00,65,88,0.00,46
2015-06-15T20:53:00,69,80,0.00,69
2015-06-15T21:53:00,69,78,0.00,74
2015-06-15T22:53:00,69,76,0.00,79
2015-06-15T23:53:00,69,75,0.00,82
2015-06-15T23:59:00,,0,0.00,0
2015-06-16T00:53:00,69,73,0.00,87
2015-06-16T01:53:00,69,74,0.00,85
2015-06-16T02:53:00,69,73,0.00,87
2015-06-16T03:53:00,69,72,0.00,91
2015-06-16T04:53:00,69,72,0.00,91
2015-06-16T05:53:00,69,72,0.00,91
2015-06-16T06:53:00,71,76,0.00,85
2015-06-16T07:53:00,71,81,0.00,72
2015-06-16T08:53:00,69,86,0.00,57
2015-06-16T09:53:00,69,88,0.00,54
2015-06-16T10:53:00,70,91,0.00,50
2015-06-16T11:53:00,67,91,0.00,45
2015-06-16T12:53:00,65,92,0.00,41
2015-06-16T13:53:00,67,94,0.00,41
2015-06-16T14:53:00,63,94,0.00,36
2015-06-16T15:53:00,66,94,0.00,40
2015-06-16T16:53:00,67,94,0.00,41
2015-06-16T17:53:00,67,93,0.00,42
2015-06-16T18:53:00,68,91,0.00,47
2015-06-16T19:53:00,70,89,0.00,53
2015-06-16T20:53:00,71,86,0.00,61
2015-06-16T21:53:00,71,85,0.00,63
2015-06-16T22:53:00,70,83,0.00,65
2015-06-16T23:53:00,70,81,0.00,69
2015-06-16T23:59:00,,0,0.00,0
2015-06-17T00:53:00,69,80,0.00,69
2015-06-17T01:53:00,70,76,0.00,82
2015-06-17T02:53:00,70,75,0.00,84
2015-06-17T03:53:00,70,75,0.00,84
2015-06-17T04:53:00,70,74,0.00,88
2015-06-17T05:53:00,70,73,0.00,90
2015-06-17T06:53:00,71,78,0.00,79
2015-06-17T07:53:00,71,83,0.00,67
2015-06-17T08:53:00,70,86,0.00,59
2015-06-17T09:53:00,69,89,0.00,52
2015-06-17T10:53:00,68,89,0.00,50
2015-06-17T11:53:00,68,92,0.00,46
2015-06-17T12:53:00,68,93,0.00,44
2015-06-17T13:53:00,68,95,0.00,41
2015-06-17T14:53:00,67,95,0.00,40
2015-06-17T15:53:00,67,94,0.00,41
2015-06-17T16:53:00,69,95,0.00,43
2015-06-17T17:53:00,67,93,0.00,42
2015-06-17T18:53:00,67,92,0.00,44
2015-06-17T19:53:00,68,90,0.00,48
2015-06-17T20:53:00,70,83,0.00,65
2015-06-17T21:53:00,71,80,0.00,74
2015-06-17T22:53:00,71,77,0.00,82
2015-06-17T23:53:00,72,79,0.00,79
2015-06-17T23:59:00,,0,0.00,0
2015-06-18T00:53:00,71,76,0.00,85
2015-06-18T01:53:00,71,76,0.00,85
2015-06-18T02:53:00,72,78,0.00,82
2015-06-18T03:53:00,72,77,0.00,85
2015-06-18T04:53:00,71,77,0.00,82
2015-06-18T05:53:00,71,75,0.00,88
2015-06-18T06:53:00,72,78,0.00,82
2015-06-18T07:53:00,73,83,0.00,72
2015-06-18T08:53:00,73,87,0.00,63
2015-06-18T09:53:00,71,89,0.00,55
2015-06-18T10:53:00,70,91,0.00,50
2015-06-18T11:53:00,70,91,0.00,50
2015-06-18T12:53:00,68,93,0.00,44
2015-06-18T13:14:00,68,92,0.00,46
2015-06-18T13:35:00,69,92,0.00,47
2015-06-18T13:53:00,71,91,0.00,52
2015-06-18T14:53:00,67,93,0.00,42
2015-06-18T15:53:00,70,85,0.00,61
2015-06-18T16:15:00,69,84,0.00,61
2015-06-18T16:53:00,67,82,0.00,60
2015-06-18T17:21:00,67,79,0.00,67
2015-06-18T17:53:00,70,77,0.05,79
2015-06-18T18:53:00,72,77,0.00,85
2015-06-18T19:53:00,72,76,0.00,88
2015-06-18T20:53:00,71,75,0.00,88
2015-06-18T21:53:00,70,74,0.00,88
2015-06-18T22:53:00,70,74,0.00,88
2015-06-18T23:53:00,70,73,0.00,90
2015-06-18T23:59:00,,0,0.00,0
2015-06-19T00:53:00,70,72,0.00,94
2015-06-19T01:53:00,70,72,0.00,94
2015-06-19T02:53:00,70,73,0.00,90
2015-06-19T03:53:00,69,72,0.00,91
2015-06-19T04:53:00,69,72,0.00,91
2015-06-19T05:53:00,69,72,0.00,91
2015-06-19T06:53:00,70,74,0.00,88
2015-06-19T07:53:00,70,77,0.00,79
2015-06-19T08:53:00,72,80,0.00,76
2015-06-19T09:53:00,73,84,0.00,70
2015-06-19T10:53:00,72,85,0.00,65
2015-06-19T11:53:00,69,88,0.00,54
2015-06-19T12:53:00,67,89,0.00,48
2015-06-19T13:53:00,68,90,0.00,48
2015-06-19T14:53:00,65,92,0.00,41
2015-06-19T15:53:00,66,91,0.00,44
2015-06-19T16:53:00,66,91,0.00,44
2015-06-19T17:53:00,66,91,0.00,44
2015-06-19T18:53:00,66,89,0.00,47
2015-06-19T19:53:00,68,86,0.00,55
2015-06-19T20:53:00,69,84,0.00,61
2015-06-19T21:53:00,69,82,0.00,65
2015-06-19T22:53:00,69,81,0.00,67
2015-06-19T23:53:00,69,80,0.00,69
2015-06-19T23:59:00,,0,0.00,0
2015-06-20T00:53:00,69,79,0.00,72
2015-06-20T01:53:00,70,77,0.00,79
2015-06-20T02:53:00,70,77,0.00,79
2015-06-20T03:53:00,70,75,0.00,84
2015-06-20T04:53:00,71,75,0.00,88
2015-06-20T05:49:00,72,75,0.00,89
2015-06-20T05:53:00,71,75,0.00,88
2015-06-20T06:53:00,71,76,0.00,85
2015-06-20T07:51:00,72,79,0.00,79
2015-06-20T07:53:00,72,79,0.00,79
2015-06-20T08:08:00,71,79,0.00,77
2015-06-20T08:21:00,72,80,0.00,76
2015-06-20T08:41:00,72,81,0.00,74
2015-06-20T08:53:00,71,81,0.00,72
2015-06-20T09:44:00,72,82,0.00,72
2015-06-20T09:53:00,72,83,0.00,70
2015-06-20T10:53:00,71,86,0.00,61
2015-06-20T11:53:00,70,89,0.00,53
2015-06-20T12:43:00,70,82,0.01,67
2015-06-20T12:53:00,69,81,0.01,67
2015-06-20T13:53:00,72,88,0.00,59
2015-06-20T14:51:00,72,79,0.00,79
2015-06-20T14:53:00,72,78,0.07,82
2015-06-20T14:56:00,71,77,0.01,82
2015-06-20T15:15:00,72,79,0.01,79
2015-06-20T15:53:00,73,85,0.00,68
2015-06-20T16:53:00,72,84,0.00,67
2015-06-20T16:55:00,72,84,0.00,67
2015-06-20T17:53:00,71,87,0.00,59
2015-06-20T18:53:00,70,86,0.00,59
2015-06-20T19:53:00,69,83,0.00,63
2015-06-20T20:53:00,70,80,0.00,71
2015-06-20T21:53:00,72,78,0.00,82
2015-06-20T22:53:00,71,77,0.00,82
2015-06-20T23:53:00,70,76,0.00,82
2015-06-20T23:59:00,,0,0.00,0
2015-06-21T00:53:00,70,75,0.00,84
2015-06-21T01:53:00,70,75,0.00,84
2015-06-21T02:53:00,70,75,0.00,84
2015-06-21T03:53:00,70,73,0.00,90
2015-06-21T04:53:00,70,73,0.00,90
2015-06-21T05:53:00,70,73,0.00,90
2015-06-21T06:53:00,70,74,0.00,88
2015-06-21T07:53:00,72,79,0.00,79
2015-06-21T08:53:00,73,83,0.00,72
2015-06-21T09:53:00,74,86,0.00,67
2015-06-21T10:00:00,74,86,0.00,67
2015-06-21T10:53:00,73,88,0.00,61
2015-06-21T11:53:00,72,89,0.00,57
2015-06-21T12:53:00,71,91,0.00,52
2015-06-21T13:53:00,70,93,0.00,47
2015-06-21T14:53:00,69,91,0.00,49
2015-06-21T15:53:00,68,94,0.00,43
2015-06-21T16:53:00,68,92,0.00,46
2015-06-21T17:53:00,69,92,0.00,47
2015-06-21T18:53:00,69,90,0.00,50
2015-06-21T19:53:00,69,88,0.00,54
2015-06-21T20:53:00,69,85,0.00,59
2015-06-21T21:53:00,70,82,0.00,67
2015-06-21T22:53:00,71,79,0.00,77
2015-06-21T23:53:00,70,77,0.00,79
2015-06-21T23:59:00,,0,0.00,0
2015-06-22T00:53:00,70,77,0.00,79
2015-06-22T01:53:00,70,76,0.00,82
2015-06-22T02:53:00,69,78,0.00,74
2015-06-22T03:53:00,69,76,0.00,79
2015-06-22T04:53:00,69,77,0.00,77
2015-06-22T05:53:00,69,76,0.00,79
2015-06-22T06:53:00,70,78,0.00,76
2015-06-22T07:53:00,71,81,0.00,72
2015-06-22T08:53:00,71,84,0.00,65
2015-06-22T09:53:00,71,86,0.00,61
2015-06-22T10:53:00,71,89,0.00,55
2015-06-22T11:53:00,71,89,0.00,55
2015-06-22T12:53:00,70,90,0.00,52
2015-06-22T13:53:00,71,92,0.00,51
2015-06-22T14:53:00,69,94,0.00,44
2015-06-22T15:53:00,67,94,0.00,41
2015-06-22T16:53:00,69,94,0.00,44
2015-06-22T17:53:00,68,94,0.00,43
2015-06-22T18:53:00,68,93,0.00,44
2015-06-22T19:53:00,71,86,0.00,61
2015-06-22T20:53:00,71,81,0.00,72
2015-06-22T21:53:00,71,80,0.00,74
2015-06-22T22:53:00,71,82,0.00,69
2015-06-22T23:53:00,71,77,0.00,82
2015-06-22T23:59:00,,0,0.00,0
2015-06-23T00:53:00,68,81,0.00,65
2015-06-23T01:53:00,68,80,0.00,67
2015-06-23T02:53:00,68,77,0.00,74
2015-06-23T03:53:00,67,79,0.00,67
2015-06-23T04:53:00,68,74,0.00,82
