DATE_TIME,DPTemp,DBTemp,Precip,HourlyRelativeHumidity
2014-03-13T00:53:00,33,51,0.00,50
2014-03-13T01:00:00,33,51,,50
2014-03-13T01:53:00,31,49,0.00,50
2014-03-13T02:53:00,31,48,0.00,52
2014-03-13T03:53:00,29,47,0.00,50
2014-03-13T04:53:00,28,46,0.00,50
2014-03-13T05:53:00,28,44,0.00,53
2014-03-13T06:53:00,25,44,0.00,47
2014-03-13T07:00:00,25,44,,47
2014-03-13T07:53:00,25,46,0.00,44
2014-03-13T08:53:00,22,49,0.00,35
2014-03-13T09:53:00,20,52,0.00,28
2014-03-13T10:53:00,20,54,0.00,26
2014-03-13T11:53:00,21,57,0.00,25
2014-03-13T12:53:00,21,59,0.00,23
2014-03-13T13:00:00,21,59,,23
2014-03-13T13:53:00,21,62,0.00,21
2014-03-13T14:53:00,22,63,0.00,21
2014-03-13T15:53:00,22,64,0.00,20
2014-03-13T16:53:00,22,64,0.00,20
2014-03-13T17:53:00,23,63,0.00,22
2014-03-13T18:53:00,25,59,0.00,27
2014-03-13T19:00:00,25,59,,27
2014-03-13T19:53:00,33,49,0.00,55
2014-03-13T20:53:00,33,45,0.00,63
2014-03-13T21:53:00,32,42,0.00,68
2014-03-13T22:53:00,33,41,0.00,73
2014-03-13T23:53:00,32,38,0.00,79
2014-03-13T23:59:00,,,,
2014-03-14T00:53:00,31,37,0.00,79
2014-03-14T01:00:00,31,37,,79
2014-03-14T01:53:00,31,36,0.00,82
2014-03-14T02:53:00,31,35,0.00,85
2014-03-14T03:53:00,29,34,0.00,82
2014-03-14T04:53:00,30,35,0.00,82
2014-03-14T05:53:00,30,35,0.00,82
2014-03-14T06:53:00,28,33,0.00,82
2014-03-14T07:00:00,28,33,,82
2014-03-14T07:53:00,32,40,0.00,73
2014-03-14T08:53:00,26,54,0.00,34
2014-03-14T09:53:00,25,59,0.00,27
2014-03-14T10:53:00,22,62,0.00,21
2014-03-14T11:53:00,22,65,0.00,19
2014-03-14T12:53:00,23,67,0.00,19
2014-03-14T13:00:00,23,67,,19
2014-03-14T13:53:00,26,69,0.00,20
2014-03-14T14:53:00,24,68,0.00,19
2014-03-14T15:53:00,23,68,0.00,18
2014-03-14T16:53:00,30,67,0.00,25
2014-03-14T17:53:00,27,66,0.00,23
2014-03-14T18:53:00,30,60,0.00,32
2014-03-14T19:00:00,30,60,,32
2014-03-14T19:53:00,34,52,0.00,50
2014-03-14T20:53:00,34,48,0.00,58
2014-03-14T21:53:00,34,46,0.00,63
2014-03-14T22:53:00,36,45,0.00,71
2014-03-14T23:53:00,33,41,0.00,73
2014-03-14T23:59:00,,,,
2014-03-15T00:53:00,35,44,0.00,71
2014-03-15T01:00:00,35,44,,71
2014-03-15T01:53:00,33,39,0.00,79
2014-03-15T02:53:00,34,41,0.00,76
2014-03-15T03:53:00,33,39,0.00,79
2014-03-15T04:53:00,35,40,0.00,83
2014-03-15T05:53:00,37,41,0.00,86
2014-03-15T06:53:00,36,40,0.00,86
2014-03-15T07:00:00,36,40,,86
2014-03-15T07:53:00,40,46,0.00,79
2014-03-15T08:53:00,43,56,0.00,62
2014-03-15T09:53:00,45,63,0.00,52
2014-03-15T10:53:00,48,69,0.00,47
2014-03-15T11:53:00,48,72,0.00,43
2014-03-15T12:53:00,48,74,0.00,40
2014-03-15T13:00:00,48,74,,40
2014-03-15T13:53:00,47,76,0.00,36
2014-03-15T14:53:00,48,76,0.00,37
2014-03-15T15:53:00,45,73,0.00,37
2014-03-15T16:53:00,43,71,0.00,36
2014-03-15T17:53:00,48,68,0.00,49
2014-03-15T18:53:00,50,66,0.00,56
2014-03-15T19:00:00,50,66,,56
2014-03-15T19:53:00,50,63,0.00,63
2014-03-15T20:53:00,50,60,0.00,70
2014-03-15T21:53:00,49,56,0.00,77
2014-03-15T22:53:00,50,57,0.00,78
2014-03-15T23:53:00,50,57,0.00,78
2014-03-15T23:59:00,,,,
2014-03-16T00:53:00,51,58,0.00,78
2014-03-16T01:00:00,51,58,,78
2014-03-16T01:53:00,52,61,0.00,72
2014-03-16T02:53:00,52,59,0.00,78
2014-03-16T03:53:00,49,54,0.00,83
2014-03-16T04:53:00,51,56,0.00,84
2014-03-16T05:53:00,51,55,0.00,87
2014-03-16T06:53:00,50,54,0.00,87
2014-03-16T07:00:00,50,54,,87
2014-03-16T07:53:00,55,65,0.00,70
2014-03-16T08:53:00,58,70,0.00,66
2014-03-16T09:53:00,58,71,0.00,63
2014-03-16T10:35:00,59,72,,65
2014-03-16T10:53:00,60,72,0.00,66
2014-03-16T11:53:00,61,73,0.00,66
2014-03-16T12:53:00,62,74,0.00,67
2014-03-16T13:00:00,62,74,,67
2014-03-16T13:43:00,57,70,,64
2014-03-16T13:51:00,55,66,,68
2014-03-16T13:53:00,57,66,T,73
2014-03-16T14:12:00,59,63,0.01,88
2014-03-16T14:23:00,59,63,0.20,88
2014-03-16T14:44:00,59,63,0.73,88
2014-03-16T14:53:00,60,62,1.30,93
2014-03-16T15:31:00,61,63,0.99,94
2014-03-16T15:51:00,61,63,,94
2014-03-16T15:53:00,60,63,0.95,90
2014-03-16T16:31:00,61,63,0.32,94
2014-03-16T16:53:00,60,63,0.43,90
2014-03-16T17:21:00,61,63,0.13,94
2014-03-16T17:51:00,61,63,,94
2014-03-16T17:53:00,60,63,0.23,90
2014-03-16T18:00:00,61,63,0.03,94
2014-03-16T18:17:00,61,63,0.14,94
2014-03-16T18:43:00,61,63,0.26,94
2014-03-16T18:51:00,61,63,,94
2014-03-16T18:53:00,61,63,0.32,93
2014-03-16T19:00:00,61,63,,93
2014-03-16T19:02:00,61,63,0.04,94
2014-03-16T19:53:00,60,63,0.23,90
2014-03-16T20:00:00,61,63,0.04,94
2014-03-16T20:40:00,61,63,0.26,94
2014-03-16T20:53:00,59,63,0.37,87
2014-03-16T21:53:00,59,62,0.36,90
2014-03-16T22:03:00,59,63,0.05,88
2014-03-16T22:29:00,59,63,0.19,88
2014-03-16T22:53:00,58,62,0.27,86
2014-03-16T23:14:00,57,61,0.06,88
2014-03-16T23:53:00,58,61,0.07,90
2014-03-16T23:59:00,,,,
2014-03-17T00:53:00,57,61,0.16,87
2014-03-17T01:00:00,57,61,,87
2014-03-17T01:53:00,56,60,0.05,86
2014-03-17T02:51:00,57,61,,88
2014-03-17T02:53:00,56,60,0.04,86
2014-03-17T03:51:00,55,61,0.09,83
2014-03-17T03:53:00,56,60,0.08,86
2014-03-17T04:24:00,57,61,T,88
2014-03-17T04:53:00,57,60,T,90
2014-03-17T05:22:00,57,61,0.01,88
2014-03-17T05:53:00,57,60,0.03,90
2014-03-17T06:36:00,57,61,T,88
2014-03-17T06:53:00,57,60,T,90
2014-03-17T07:00:00,57,60,,90
2014-03-17T07:10:00,57,61,0.01,88
2014-03-17T07:23:00,57,61,0.02,88
2014-03-17T07:53:00,57,60,0.03,90
2014-03-17T08:53:00,58,61,0.06,90
2014-03-17T09:53:00,59,62,T,90
2014-03-17T10:53:00,60,63,T,90
2014-03-17T11:43:00,61,64,T,88
2014-03-17T11:53:00,60,65,T,84
2014-03-17T12:53:00,61,65,0.00,87
2014-03-17T13:00:00,61,65,,87
2014-03-17T13:25:00,61,64,,88
2014-03-17T13:53:00,61,65,0.00,87
2014-03-17T14:01:00,61,64,,88
2014-03-17T14:53:00,61,66,0.00,84
2014-03-17T15:53:00,61,66,0.00,84
2014-03-17T16:47:00,61,66,,83
2014-03-17T16:53:00,61,67,0.00,81
2014-03-17T17:46:00,61,66,,83
2014-03-17T17:53:00,61,66,0.00,84
2014-03-17T18:25:00,61,66,,83
2014-03-17T18:53:00,60,65,0.00,84
2014-03-17T19:00:00,60,65,,84
2014-03-17T19:14:00,61,64,,88
2014-03-17T19:39:00,61,64,,88
2014-03-17T19:53:00,60,64,0.00,87
2014-03-17T20:05:00,61,64,,88
2014-03-17T20:51:00,61,64,T,88
2014-03-17T20:53:00,60,64,T,87
2014-03-17T21:02:00,61,64,T,88
2014-03-17T21:53:00,60,64,0.05s,87
2014-03-17T22:07:00,61,64,0.02,88
2014-03-17T22:53:00,58,61,0.13,90
2014-03-17T23:18:00,57,61,0.10,88
2014-03-17T23:25:00,57,61,0.11,88
2014-03-17T23:53:00,57,60,0.16,90
2014-03-17T23:59:00,,,,
2014-03-18T00:53:00,57,60,0.03,90
2014-03-18T01:00:00,57,60,,90
2014-03-18T01:32:00,57,61,0.10,88
2014-03-18T01:41:00,57,61,0.19,88
2014-03-18T01:53:00,54,58,0.28,87
2014-03-18T02:14:00,54,57,0.02,88
2014-03-18T02:53:00,53,56,0.16,90
2014-03-18T03:53:00,52,56,0.03,87
2014-03-18T04:53:00,52,56,0.01,87
2014-03-18T05:53:00,51,53,0.00,93
2014-03-18T06:02:00,52,54,,94
2014-03-18T06:11:00,52,55,,88
2014-03-18T06:33:00,52,55,,88
2014-03-18T06:53:00,52,55,0.00,90
2014-03-18T07:00:00,52,55,,90
2014-03-18T07:01:00,52,55,,88
2014-03-18T07:14:00,52,55,,88
2014-03-18T07:51:00,52,55,,88
2014-03-18T07:53:00,51,55,0.00,87
2014-03-18T08:15:00,52,55,,88
2014-03-18T08:24:00,52,55,,88
2014-03-18T08:53:00,51,56,0.00,84
2014-03-18T09:10:00,52,57,,82
2014-03-18T09:44:00,48,61,,63
2014-03-18T09:53:00,49,59,0.00,69
2014-03-18T10:13:00,48,61,,63
2014-03-18T10:51:00,46,63,,56
2014-03-18T10:53:00,48,63,0.00,58
2014-03-18T11:53:00,49,63,0.00,60
2014-03-18T12:53:00,49,61,0.00,65
2014-03-18T13:00:00,49,61,,65
2014-03-18T13:53:00,49,64,0.00,58
2014-03-18T14:36:00,48,64,,56
2014-03-18T14:53:00,49,65,0.00,56
2014-03-18T15:53:00,49,66,0.00,54
2014-03-18T16:53:00,50,65,0.00,59
2014-03-18T17:53:00,50,63,0.00,63
2014-03-18T18:53:00,49,60,0.00,67
2014-03-18T19:00:00,49,60,,67
2014-03-18T19:53:00,49,57,0.00,74
2014-03-18T20:51:00,48,57,,72
2014-03-18T20:53:00,49,56,0.00,77
2014-03-18T21:53:00,49,56,0.00,77
2014-03-18T22:53:00,49,56,0.00,77
2014-03-18T23:19:00,48,55,,77
2014-03-18T23:53:00,50,56,0.00,81
2014-03-18T23:59:00,,,,
2014-03-19T00:21:00,50,55,,82
2014-03-19T00:51:00,50,55,,82
2014-03-19T00:53:00,50,56,0.00,81
2014-03-19T01:00:00,50,56,,81
2014-03-19T01:53:00,50,56,0.00,81
2014-03-19T02:53:00,50,56,0.00,81
2014-03-19T03:48:00,52,55,,88
2014-03-19T03:51:00,52,55,,88
2014-03-19T03:53:00,51,56,0.00,84
2014-03-19T04:53:00,52,56,0.00,87
2014-03-19T05:53:00,52,56,0.00,87
2014-03-19T06:53:00,52,56,0.00,87
2014-03-19T07:00:00,52,56,,87
2014-03-19T07:26:00,52,55,,88
2014-03-19T07:53:00,52,57,0.00,83
2014-03-19T08:16:00,52,57,,82
2014-03-19T08:53:00,52,58,0.00,81
2014-03-19T09:11:00,52,59,,77
2014-03-19T09:53:00,51,60,0.00,72
2014-03-19T10:05:00,52,61,,72
2014-03-19T10:53:00,50,62,0.00,65
2014-03-19T11:26:00,48,63,,59
2014-03-19T11:53:00,48,65,0.00,54
2014-03-19T12:53:00,48,67,0.00,51
2014-03-19T13:00:00,48,67,,51
2014-03-19T13:53:00,47,70,0.00,44
2014-03-19T14:53:00,46,72,0.00,40
2014-03-19T15:53:00,45,74,0.00,36
2014-03-19T16:53:00,46,74,0.00,37
2014-03-19T17:53:00,52,70,0.00,53
2014-03-19T18:53:00,52,65,0.00,63
2014-03-19T19:00:00,52,65,,63
2014-03-19T19:53:00,51,63,0.00,65
2014-03-19T20:53:00,51,60,0.00,72
2014-03-19T21:53:00,52,58,0.00,81
2014-03-19T22:53:00,50,55,0.00,83
2014-03-19T23:53:00,50,54,0.00,87
2014-03-19T23:59:00,,,,
2014-03-20T00:53:00,48,51,0.00,89
2014-03-20T01:00:00,48,51,,89
2014-03-20T01:53:00,47,51,0.00,86
2014-03-20T02:53:00,47,50,0.00,89
2014-03-20T03:53:00,43,47,0.00,86
2014-03-20T04:53:00,44,47,0.00,90
2014-03-20T05:10:00,43,46,,87
2014-03-20T05:51:00,43,46,,87
2014-03-20T05:53:00,43,46,0.00,89
2014-03-20T06:00:00,43,46,,87
2014-03-20T06:15:00,43,46,,87
2014-03-20T06:30:00,43,46,,87
2014-03-20T06:53:00,43,46,0.00,89
2014-03-20T07:00:00,43,46,,89
2014-03-20T07:53:00,48,52,0.00,86
2014-03-20T08:53:00,52,61,0.00,72
2014-03-20T09:53:00,52,68,0.00,57
2014-03-20T10:53:00,52,72,0.00,50
2014-03-20T11:53:00,50,75,0.00,41
2014-03-20T12:53:00,50,77,0.00,39
2014-03-20T13:00:00,50,77,,39
2014-03-20T13:53:00,49,78,0.00,36
2014-03-20T14:53:00,49,78,0.00,36
2014-03-20T15:53:00,49,78,0.00,36
2014-03-20T16:53:00,49,79,0.00,35
2014-03-20T17:53:00,54,75,0.00,48
2014-03-20T18:53:00,55,71,0.00,57
2014-03-20T19:53:00,54,67,0.00,63
2014-03-20T20:53:00,54,65,0.00,68
2014-03-20T21:53:00,54,63,0.00,73
2014-03-20T22:53:00,53,60,0.00,78
2014-03-20T23:53:00,54,59,0.00,83
2014-03-20T23:59:00,,,,
2014-03-21T00:53:00,51,56,0.00,84
2014-03-21T01:00:00,51,56,,84
2014-03-21T01:53:00,51,56,0.00,84
2014-03-21T02:53:00,49,52,0.00,89
2014-03-21T03:31:00,48,52,,88
2014-03-21T03:40:00,48,52,,88
2014-03-21T03:51:00,46,50,,88
2014-03-21T03:53:00,47,50,0.00,89
2014-03-21T04:12:00,48,50,,94
2014-03-21T04:21:00,48,52,,88
2014-03-21T04:53:00,47,50,0.00,89
2014-03-21T05:53:00,47,51,0.00,86
2014-03-21T06:53:00,44,51,0.00,77
2014-03-21T07:00:00,44,51,,77
2014-03-21T07:53:00,37,61,0.00,41
2014-03-21T08:53:00,33,65,0.00,31
2014-03-21T09:53:00,32,69,0.00,25
2014-03-21T10:53:00,34,72,0.00,25
2014-03-21T11:40:00,36,73,,25
2014-03-21T11:51:00,37,75,,25
2014-03-21T11:53:00,36,75,0.00,24
2014-03-21T12:53:00,40,77,0.00,26
2014-03-21T13:00:00,40,77,,26
2014-03-21T13:53:00,43,79,0.00,28
2014-03-21T14:53:00,44,80,0.00,28
2014-03-21T15:53:00,46,80,0.00,30
2014-03-21T16:53:00,48,77,0.00,36
2014-03-21T17:53:00,48,76,0.00,37
2014-03-21T18:53:00,49,72,0.00,44
2014-03-21T19:00:00,49,72,,44
2014-03-21T19:53:00,51,66,0.00,59
2014-03-21T20:53:00,52,64,0.00,65
2014-03-21T21:53:00,52,62,0.00,70
2014-03-21T22:53:00,51,59,0.00,75
2014-03-21T23:53:00,50,56,0.00,81
2014-03-21T23:59:00,,,,
2014-03-22T00:53:00,50,56,0.00,81
2014-03-22T01:00:00,50,56,,81
2014-03-22T01:53:00,52,59,0.00,78
2014-03-22T02:53:00,52,59,0.00,78
2014-03-22T03:53:00,52,59,0.00,78
2014-03-22T04:53:00,52,58,0.00,81
2014-03-22T05:53:00,51,56,0.00,84
2014-03-22T06:53:00,52,56,0.00,87
2014-03-22T07:00:00,52,56,,87
2014-03-22T07:53:00,54,61,0.00,78
2014-03-22T08:53:00,56,64,0.00,75
2014-03-22T09:53:00,54,70,0.00,57
2014-03-22T10:53:00,53,73,0.00,50
2014-03-22T11:53:00,51,76,0.00,42
2014-03-22T12:53:00,46,78,0.00,32
2014-03-22T13:00:00,46,78,,32
2014-03-22T13:53:00,46,80,0.00,30
2014-03-22T14:53:00,46,82,0.00,28
2014-03-22T15:53:00,41,82,0.00,23
2014-03-22T16:53:00,43,82,0.00,25
2014-03-22T17:53:00,44,81,0.00,27
2014-03-22T18:53:00,58,73,0.00,59
2014-03-22T19:00:00,58,73,,59
2014-03-22T19:53:00,58,70,0.00,66
2014-03-22T20:53:00,57,65,0.00,76
2014-03-22T21:53:00,56,63,0.00,78
2014-03-22T22:53:00,54,63,0.00,73
2014-03-22T23:53:00,53,60,0.00,78
2014-03-22T23:59:00,,,,
2014-03-23T00:53:00,52,58,0.00,81
2014-03-23T01:00:00,52,58,,81
2014-03-23T01:25:00,52,57,,82
2014-03-23T01:53:00,52,56,0.00,87
2014-03-23T02:35:00,52,55,,88
2014-03-23T02:53:00,52,56,0.00,87
2014-03-23T03:35:00,54,57,,88
2014-03-23T03:42:00,54,57,,88
2014-03-23T03:53:00,55,58,0.00,90
2014-03-23T04:46:00,55,57,,94
2014-03-23T04:53:00,55,58,0.00,90
2014-03-23T05:21:00,55,59,,88
2014-03-23T05:53:00,57,60,0.00,90
2014-03-23T06:53:00,58,60,0.00,93
2014-03-23T07:00:00,58,60,,93
2014-03-23T07:00:00,57,61,,88
2014-03-23T07:53:00,58,60,0.00,93
2014-03-23T08:53:00,59,62,0.00,90
2014-03-23T09:13:00,59,63,,88
2014-03-23T09:33:00,61,64,,88
2014-03-23T09:53:00,60,65,0.00,84
2014-03-23T10:02:00,61,66,,83
2014-03-23T10:53:00,61,71,0.00,71
2014-03-23T11:07:00,63,73,,69
2014-03-23T11:19:00,63,73,,69
2014-03-23T11:44:00,63,75,,65
2014-03-23T11:53:00,62,74,0.00,67
2014-03-23T12:39:00,63,72,0.01,73
2014-03-23T12:43:00,64,72,0.08,78
2014-03-23T12:51:00,63,68,,83
2014-03-23T12:53:00,63,68,0.30s,84
2014-03-23T13:00:00,63,68,,84
2014-03-23T13:53:00,62,73,T,69
2014-03-23T14:53:00,60,73,0.00,64
2014-03-23T15:08:00,61,73,,65
2014-03-23T15:19:00,61,72,,69
2014-03-23T15:49:00,59,73,,61
2014-03-23T15:53:00,59,74,0.00,60
2014-03-23T16:53:00,59,75,0.00,58
2014-03-23T17:53:00,58,74,0.00,57
2014-03-23T18:53:00,58,70,0.00,66
2014-03-23T19:00:00,58,70,,66
2014-03-23T19:53:00,59,67,0.00,76
2014-03-23T20:53:00,58,69,0.00,68
2014-03-23T21:53:00,55,67,0.00,66
2014-03-23T22:53:00,52,65,0.00,63
2014-03-23T23:53:00,52,64,0.00,65
2014-03-23T23:59:00,,,,
2014-03-24T00:53:00,50,62,0.00,65
2014-03-24T01:00:00,50,62,,65
2014-03-24T01:53:00,46,60,0.00,60
2014-03-24T02:53:00,44,59,0.00,58
2014-03-24T03:53:00,42,59,0.00,54
2014-03-24T04:53:00,41,58,0.00,53
2014-03-24T05:53:00,42,57,0.00,58
2014-03-24T06:53:00,42,57,0.00,58
2014-03-24T07:00:00,42,57,,58
2014-03-24T07:53:00,42,58,0.00,56
2014-03-24T08:53:00,44,60,0.00,56
2014-03-24T09:53:00,46,64,0.00,52
2014-03-24T10:53:00,46,65,0.00,51
2014-03-24T11:53:00,47,66,0.00,50
2014-03-24T12:53:00,47,67,0.00,49
2014-03-24T13:00:00,47,67,,49
2014-03-24T13:53:00,48,69,0.00,47
2014-03-24T14:53:00,48,68,0.00,49
2014-03-24T15:53:00,48,68,0.00,49
2014-03-24T16:53:00,48,67,T,51
2014-03-24T17:53:00,47,67,0.00,49
2014-03-24T18:53:00,49,64,0.00,58
2014-03-24T19:00:00,49,64,,58
2014-03-24T19:53:00,49,62,0.00,62
2014-03-24T20:53:00,49,60,0.00,67
2014-03-24T21:53:00,49,60,0.00,67
2014-03-24T22:53:00,48,58,0.00,70
2014-03-24T23:53:00,48,58,0.00,70
2014-03-24T23:59:00,,,,
2014-03-25T00:53:00,48,58,0.00,70
2014-03-25T01:00:00,48,58,,70
2014-03-25T01:53:00,48,57,0.00,72
2014-03-25T02:53:00,47,57,0.00,69
2014-03-25T03:53:00,47,57,0.00,69
2014-03-25T04:53:00,48,57,0.00,72
2014-03-25T05:53:00,49,56,0.00,77
2014-03-25T06:53:00,49,56,0.00,77
2014-03-25T07:00:00,49,56,,77
2014-03-25T07:53:00,50,58,0.00,75
2014-03-25T08:53:00,41,64,0.00,43
2014-03-25T09:53:00,30,66,0.00,26
2014-03-25T10:53:00,26,67,0.00,21
2014-03-25T11:53:00,25,67,0.00,20
2014-03-25T12:53:00,24,70,0.00,18
2014-03-25T13:00:00,24,70,,18
2014-03-25T13:53:00,23,70,0.00,17
2014-03-25T14:53:00,21,70,0.00,16
2014-03-25T15:53:00,23,69,0.00,17
2014-03-25T16:53:00,22,67,0.00,18
2014-03-25T17:53:00,18,64,0.00,17
2014-03-25T18:53:00,18,60,0.00,19
2014-03-25T19:00:00,18,60,,19
2014-03-25T19:53:00,18,58,0.00,21
2014-03-25T20:53:00,18,56,0.00,22
2014-03-25T21:53:00,20,54,0.00,26
2014-03-25T22:53:00,20,52,0.00,28
2014-03-25T23:53:00,20,50,0.00,30
2014-03-25T23:59:00,,,,
2014-03-26T00:53:00,19,48,0.00,32
2014-03-26T01:00:00,19,48,,32
2014-03-26T01:53:00,19,46,0.00,34
2014-03-26T02:53:00,21,44,0.00,40
2014-03-26T03:53:00,21,43,0.00,42
2014-03-26T04:53:00,22,42,0.00,45
2014-03-26T05:53:00,19,41,0.00,41
2014-03-26T06:53:00,22,40,0.00,49
2014-03-26T07:00:00,22,40,,49
2014-03-26T07:53:00,18,43,0.00,37
2014-03-26T08:53:00,13,46,0.00,26
2014-03-26T09:53:00,14,48,0.00,25
2014-03-26T10:53:00,11,51,0.00,20
2014-03-26T11:53:00,11,53,0.00,18
2014-03-26T12:53:00,10,56,0.00,16
2014-03-26T13:00:00,10,56,,16
2014-03-26T13:53:00,12,58,0.00,16
2014-03-26T14:53:00,9,59,0.00,13
2014-03-26T15:53:00,12,60,0.00,15
2014-03-26T16:53:00,13,60,0.00,16
2014-03-26T17:53:00,16,58,0.00,19
2014-03-26T18:53:00,19,57,0.00,23
2014-03-26T19:00:00,19,57,,23
2014-03-26T19:53:00,24,54,0.00,31
2014-03-26T20:53:00,32,51,0.00,48
2014-03-26T21:53:00,33,50,0.00,52
2014-03-26T22:53:00,31,50,0.00,48
2014-03-26T23:53:00,36,50,0.00,59
2014-03-26T23:59:00,,,,
2014-03-27T00:53:00,34,50,0.00,54
2014-03-27T01:00:00,34,50,,54
2014-03-27T01:53:00,35,49,0.00,59
2014-03-27T02:53:00,28,52,0.00,40
2014-03-27T03:53:00,30,51,0.00,44
2014-03-27T04:53:00,34,50,0.00,54
2014-03-27T05:53:00,35,49,0.00,59
2014-03-27T06:53:00,34,50,0.00,54
2014-03-27T07:00:00,34,50,,54
2014-03-27T07:53:00,35,51,0.00,54
2014-03-27T08:53:00,35,53,0.00,51
2014-03-27T09:53:00,36,55,0.00,49
2014-03-27T10:53:00,40,59,0.00,49
2014-03-27T11:53:00,42,65,0.00,43
2014-03-27T12:53:00,46,69,0.00,44
2014-03-27T13:00:00,46,69,,44
2014-03-27T13:53:00,48,69,0.00,47
2014-03-27T14:53:00,48,68,0.00,49
2014-03-27T15:53:00,49,68,0.00,51
2014-03-27T16:53:00,50,68,0.00,53
2014-03-27T17:53:00,50,66,0.00,56
2014-03-27T18:53:00,51,65,0.00,61
2014-03-27T19:00:00,51,65,,61
2014-03-27T19:53:00,51,64,0.00,63
2014-03-27T20:53:00,52,64,0.00,65
2014-03-27T21:53:00,52,65,0.00,63
2014-03-27T22:53:00,52,66,0.00,61
2014-03-27T23:53:00,52,66,0.00,61
2014-03-27T23:59:00,,,,
2014-03-28T00:53:00,53,65,0.00,66
2014-03-28T01:00:00,53,65,,66
2014-03-28T01:53:00,53,62,0.00,73
2014-03-28T02:53:00,53,60,0.00,78
2014-03-28T03:53:00,53,59,0.00,81
2014-03-28T04:53:00,52,59,0.00,78
2014-03-28T05:53:00,54,61,0.00,78
2014-03-28T06:53:00,56,64,0.00,75
2014-03-28T07:00:00,56,64,,75
2014-03-28T07:53:00,57,66,0.00,73
2014-03-28T08:53:00,58,68,0.00,70
2014-03-28T09:53:00,59,70,0.00,68
2014-03-28T10:53:00,60,69,T,73
2014-03-28T11:53:00,61,68,0.01,78
2014-03-28T12:53:00,61,69,T,76
2014-03-28T13:00:00,61,69,,76
2014-03-28T13:53:00,61,68,0.03,78
2014-03-28T13:55:00,61,68,,78
2014-03-28T14:53:00,62,67,0.04,84
2014-03-28T15:15:00,63,66,0.09,88
2014-03-28T15:32:00,63,66,0.28,88
2014-03-28T15:51:00,63,66,,88
2014-03-28T15:53:00,63,66,0.48,90
2014-03-28T16:00:00,63,66,0.07,88
2014-03-28T16:10:00,63,66,0.14,88
2014-03-28T16:22:00,63,66,0.20,88
2014-03-28T16:28:00,63,66,0.23,88
2014-03-28T16:34:00,63,66,0.36,88
2014-03-28T16:39:00,63,66,0.40,88
2014-03-28T16:53:00,63,66,0.49,90
2014-03-28T17:13:00,63,66,0.16,88
2014-03-28T17:26:00,63,66,0.26,88
2014-03-28T17:51:00,63,66,,88
2014-03-28T17:53:00,63,66,0.29,90
2014-03-28T18:53:00,63,67,0.02,87
2014-03-28T19:00:00,63,67,,87
2014-03-28T19:53:00,62,66,0.01,87
2014-03-28T20:53:00,61,65,0.00,87
2014-03-28T21:43:00,61,64,0.01,88
2014-03-28T21:53:00,61,65,0.01,87
2014-03-28T22:53:00,61,64,T,90
2014-03-28T23:23:00,61,64,,88
2014-03-28T23:53:00,60,65,0.00,84
2014-03-28T23:59:00,,,,
2014-03-29T00:02:00,61,64,,88
2014-03-29T00:26:00,61,64,,88
2014-03-29T00:53:00,60,64,0.00,87
2014-03-29T01:00:00,60,64,,87
2014-03-29T01:01:00,61,64,,88
2014-03-29T01:53:00,60,64,0.00,87
2014-03-29T02:25:00,59,63,,88
2014-03-29T02:43:00,57,61,,88
2014-03-29T02:51:00,57,61,,88
2014-03-29T02:53:00,58,61,0.00,90
2014-03-29T03:07:00,59,63,,88
2014-03-29T03:16:00,59,63,,88
2014-03-29T03:53:00,59,62,0.00,90
2014-03-29T04:20:00,61,63,,94
2014-03-29T04:53:00,60,63,0.00,90
2014-03-29T05:11:00,61,64,,88
2014-03-29T05:53:00,60,64,0.02,87
2014-03-29T06:08:00,61,64,0.01,88
2014-03-29T06:42:00,61,64,0.01,88
2014-03-29T06:53:00,60,64,0.02,87
2014-03-29T07:00:00,60,64,,87
2014-03-29T07:25:00,59,64,T,83
2014-03-29T07:53:00,59,63,0.04,87
2014-03-29T08:44:00,59,63,0.08,88
2014-03-29T08:53:00,59,62,0.08,90
2014-03-29T09:21:00,59,63,0.01,88
2014-03-29T09:53:00,60,65,0.01,84
2014-03-29T10:53:00,62,71,0.00,73
2014-03-29T11:53:00,61,78,0.00,56
2014-03-29T12:53:00,59,79,0.00,50
2014-03-29T13:00:00,59,79,,50
2014-03-29T13:53:00,58,81,0.00,45
2014-03-29T14:53:00,55,82,0.00,40
2014-03-29T15:53:00,54,82,0.00,38
2014-03-29T16:53:00,53,79,0.00,41
2014-03-29T17:53:00,53,76,0.00,45
2014-03-29T18:53:00,51,72,0.00,48
2014-03-29T19:00:00,51,72,,48
2014-03-29T19:53:00,52,69,0.00,55
2014-03-29T20:53:00,52,68,0.00,57
2014-03-29T21:53:00,49,65,0.00,56
2014-03-29T22:53:00,47,63,0.00,56
2014-03-29T23:53:00,44,61,0.00,54
2014-03-29T23:59:00,,,,
2014-03-30T00:53:00,42,59,0.00,54
2014-03-30T01:00:00,42,59,,54
2014-03-30T01:53:00,41,57,0.00,55
2014-03-30T02:53:00,39,55,0.00,55
2014-03-30T03:53:00,38,53,0.00,57
2014-03-30T04:53:00,38,52,0.00,59
2014-03-30T05:53:00,38,50,0.00,63
2014-03-30T06:53:00,38,50,0.00,63
2014-03-30T07:00:00,38,50,,63
2014-03-30T07:53:00,39,52,0.00,61
